,VC0175,VC0176,VC0177,VC0178,VC0179,VC0180,VC0181,VC0182,VC0183,VC0184,VC0185
 [[Clostridium[gi|16929xxxx],0,0,0,0,0,0,1,0,0,0,0
Escherichia coli 1-392-07_S1_C1[gi|65179xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli 1-392-07_S1_C2[gi|65180xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli 1-392-07_S4_C2[gi|61102xxxx],0,0,0,1,1,1,0,0,0,0,0
Escherichia coli 113303[gi|55333xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli 1303[gi|75138xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli 178900[gi|47676xxxx],0,1,0,1,1,1,0,0,0,0,0
Escherichia coli 180050[gi|47627xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli 180600[gi|47626xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli 199900.1[gi|47667xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli 2-005-03_S3_C2[gi|63217xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli 2-052-05_S4_C2[gi|65170xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli 2-156-04_S1_C3[gi|65172xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli 2-156-04_S3_C1[gi|65172xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli 2-156-04_S4_C2[gi|65201xxxx],0,0,0,1,0,0,0,0,0,0,0
Escherichia coli 2-177-06_S4_C3[gi|65183xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli 2-210-07_S1_C2[gi|65181xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli 2-210-07_S1_C3[gi|65177xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli 2-210-07_S3_C3[gi|65184xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli 2-222-05_S3_C1[gi|66030xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli 2-222-05_S3_C2[gi|66030xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli 2-222-05_S3_C3[gi|65206xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli 2-316-03_S1_C1[gi|65867xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli 2-316-03_S1_C2[gi|65868xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli 2-316-03_S4_C2[gi|65210xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli 2.4168[gi|38623xxxx],0,0,0,0,0,1,1,0,0,0,0
Escherichia coli 201600.1[gi|47671xxxx],0,1,0,0,0,0,0,0,0,0,1
Escherichia coli 2719100[gi|47636xxxx],0,1,0,1,1,1,0,0,0,0,0
Escherichia coli 2720900[gi|47636xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli 2722950[gi|47666xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli 2726800[gi|47635xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli 2726950[gi|47674xxxx],1,1,0,0,0,0,0,0,0,0,0
Escherichia coli 2726950[gi|47675xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli 2729250[gi|47674xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli 2730450[gi|47677xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli 2730450[gi|47678xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli 2733950[gi|47706xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli 2741950[gi|47678xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli 2747800[gi|47625xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli 2860050[gi|47616xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli 2860650[gi|47678xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli 2862600[gi|47680xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli 2866350[gi|47680xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli 2875150[gi|47681xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli 3-105-05_S3_C1[gi|65001xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli 3-105-05_S3_C2[gi|65002xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli 3-475-03_S1_C2[gi|65998xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli 3-475-03_S3_C1[gi|65997xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli 3-475-03_S3_C2[gi|65998xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli 3003[gi|38624xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli 5-366-08_S1_C3[gi|65872xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli 5-366-08_S4_C2[gi|66003xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli 53638[gi|18848xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli 541-15[gi|38839xxxx],0,1,0,0,0,0,1,1,1,1,1
Escherichia coli 6-319-05_S4_C3[gi|66014xxxx],0,0,0,1,1,0,0,0,0,0,0
Escherichia coli 6-537-08_S1_C1[gi|66014xxxx],0,1,0,1,1,0,0,0,0,0,0
Escherichia coli 6-537-08_S1_C1[gi|66015xxxx],0,0,0,0,1,1,0,0,0,0,0
Escherichia coli 6-537-08_S1_C2[gi|66024xxxx],0,0,0,0,1,1,0,0,0,0,0
Escherichia coli 6-537-08_S1_C2[gi|66025xxxx],0,1,0,1,1,0,0,0,0,0,0
Escherichia coli 6-537-08_S1_C3[gi|66026xxxx],0,1,0,1,1,0,0,0,0,0,0
Escherichia coli 6-537-08_S1_C3[gi|66027xxxx],0,0,0,0,1,1,0,0,0,0,0
Escherichia coli 6-537-08_S3_C1[gi|66017xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli 6-537-08_S3_C2[gi|66022xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli 6-537-08_S3_C3[gi|66018xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli 7-233-03_S1_C2[gi|66017xxxx],0,0,0,0,0,0,0,1,1,1,1
Escherichia coli 7-233-03_S1_C3[gi|66021xxxx],0,0,0,0,0,0,0,1,1,1,1
Escherichia coli 7-233-03_S4_C2[gi|66022xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli 8-415-05_S1_C1[gi|66023xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli 8-415-05_S1_C2[gi|66032xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli 8.0566[gi|40856xxxx],0,0,0,0,0,1,1,0,0,0,0
Escherichia coli 8.0569[gi|40856xxxx],0,0,0,0,0,1,1,0,0,0,0
Escherichia coli 88.1467[gi|42720xxxx],1,1,0,0,0,0,0,0,0,0,0
Escherichia coli 90.0039[gi|42722xxxx],1,1,0,0,0,0,0,0,0,0,0
Escherichia coli 907700[gi|55358xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli 908585[gi|55367xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli 909945-2[gi|55337xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli 910096-2[gi|55371xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli 95.0183[gi|42725xxxx],1,1,0,0,0,0,0,0,0,0,0
Escherichia coli 96.0939[gi|42727xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli 97.0246[gi|38614xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli 99.0672[gi|42731xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli ACN001[gi|87407xxxx],0,0,0,0,0,1,1,0,0,0,0
Escherichia coli ARS4.2123[gi|40820xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli ATCC 700728[gi|44458xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli BCE006_MS-23[gi|47707xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli BCE007_MS-11[gi|47672xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli BCE011_MS-01[gi|47681xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli BCE019_MS-13[gi|47611xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli BCE019_MS-13[gi|47612xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli BCE030_MS-09[gi|47682xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli BCE032_MS-12[gi|47683xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli BIDMC 37[gi|55499xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli BIDMC 49a[gi|57565xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli BIDMC 49b[gi|57565xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli BIDMC 83[gi|61226xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli C691-71 (14b)[gi|74726xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli CE549[gi|55793xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli D6-113.11[gi|63387xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli D6-113.11[gi|66543xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli D6-117.29[gi|63388xxxx],1,1,0,0,0,0,0,0,0,0,0
Escherichia coli DEC10E[gi|37812xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli DEC11D[gi|37815xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli DEC11E[gi|37815xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli DEC13A[gi|37818xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli DEC13B[gi|37819xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli DEC13C[gi|37819xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli DEC13D[gi|37819xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli DEC13E[gi|37820xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli DEC14B[gi|37822xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli DEC14D[gi|37823xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli DEC15A[gi|37823xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli DEC7A[gi|37801xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli DEC7C[gi|37802xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli DEC7D[gi|37802xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli DEC7E[gi|37803xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli DEC8D[gi|37806xxxx],0,0,0,1,1,1,0,0,0,0,0
Escherichia coli E1728[gi|60809xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli E2265[gi|51433xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli ECC-Z[gi|55871xxxx],0,0,0,0,0,1,0,0,0,0,0
Escherichia coli ED1a[gi|21842xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli EPECa12[gi|39130xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli ETEC H10407[gi|30970xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli FAP1[gi|69593xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli FRIK1990[gi|39065xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli FRIK1996[gi|39063xxxx],1,1,0,0,0,0,0,0,0,0,0
Escherichia coli FRIK2001[gi|40813xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli FRIK920[gi|40806xxxx],1,1,0,0,0,0,0,0,0,0,0
Escherichia coli H252[gi|32394xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli HM605[gi|38841xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli HVH 115 (4-4465989)[gi|53495xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli HVH 115 (4-4465997)[gi|53494xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli HVH 136 (4-5970458)[gi|55612xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli HVH 141 (4-5995973)[gi|53505xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli HVH 142 (4-5627451)[gi|53506xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli HVH 146 (4-3189767)[gi|53509xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli HVH 164 (4-5953081)[gi|53514xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli HVH 17 (4-7473087)[gi|53459xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli HVH 177 (4-2876612)[gi|56550xxxx],0,0,0,0,0,0,0,0,1,0,1
Escherichia coli HVH 18 (4-8589585)[gi|53461xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli HVH 194 (4-2356805)[gi|53525xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli HVH 203 (4-3126218)[gi|53529xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli HVH 24 (4-5985145)[gi|53462xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli HVH 25 (4-5851939)[gi|53463xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli HVH 50 (4-2593475)[gi|55470xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli ISC56[gi|57116xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli KOEGE 33 (68a)[gi|53539xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli KOEGE 71 (186a)[gi|53545xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli KTE101[gi|43136xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli KTE102[gi|50843xxxx],0,0,0,0,0,0,0,1,1,0,1
Escherichia coli KTE107[gi|50844xxxx],0,0,0,0,0,0,0,1,1,1,1
Escherichia coli KTE113[gi|43155xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli KTE119[gi|43121xxxx],0,1,0,0,0,0,0,0,0,0,1
Escherichia coli KTE125[gi|43157xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli KTE136[gi|43137xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli KTE148[gi|43162xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli KTE165[gi|43142xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli KTE166[gi|43165xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli KTE166[gi|43166xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli KTE171[gi|43123xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli KTE178[gi|43094xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli KTE184[gi|43145xxxx],0,0,0,1,1,1,1,0,0,0,0
Escherichia coli KTE194[gi|43143xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli KTE202[gi|43146xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli KTE212[gi|43101xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli KTE216[gi|43102xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli KTE222[gi|50836xxxx],1,1,0,0,0,0,0,0,0,0,0
Escherichia coli KTE232[gi|43169xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli KTE234[gi|43106xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli KTE40[gi|50833xxxx],0,0,0,0,0,1,1,1,1,1,1
Escherichia coli KTE40[gi|50834xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli KTE41[gi|50852xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli KTE49[gi|43109xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli KTE56[gi|43110xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli KTE61[gi|50838xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli KTE68[gi|50838xxxx],0,0,0,1,1,1,1,0,0,0,0
Escherichia coli KTE77[gi|43116xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli KTE78[gi|43134xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli KTE79[gi|43134xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli KTE84[gi|43134xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli KTE90[gi|43171xxxx],0,0,0,1,1,1,1,0,0,0,0
Escherichia coli KTE91[gi|43135xxxx],0,0,0,1,1,1,1,0,0,0,0
Escherichia coli KTE98[gi|50842xxxx],0,0,0,0,0,0,0,1,1,1,1
Escherichia coli LF82[gi|22203xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli M114[gi|90263xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli M605[gi|33104xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli M863[gi|32396xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli MA6[gi|40817xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli MP021566.1[gi|47630xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli MRSN 10204[gi|81607xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli MS 182-1[gi|30041xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli NE1487[gi|40812xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli O103:H2 str. 12009[gi|25775xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli O111:H- str. 11128[gi|25776xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli O111:H8 str. 2009C-4126[gi|61224xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli O111:NM str. 2010C-4715[gi|60684xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli O111:NM str. 2011C-3170[gi|60677xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli O121:H7 str. 2009C-3299[gi|60773xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli O157:H7 str. 2009C-4258[gi|60777xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli O157:H7 str. 2009C-4258[gi|60778xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli O157:H7 str. 2010C-4979C1[gi|60680xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli O157:H7 str. 2011EL-2289[gi|60654xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli O157:H7 str. EC4401[gi|18935xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli O157:H7 str. EC4486[gi|18935xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli O157:H7 str. EC869[gi|18937xxxx],1,1,0,0,0,0,0,0,0,0,0
Escherichia coli O157:H7 str. K4405[gi|60754xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli O157:H7 str. K4406[gi|60754xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli O157:H7 str. K4527[gi|60755xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli O157:H7[gi|19595xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli O157:H7[gi|24011xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli O157:H7[gi|82109xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli O157:NM str. 08-4540[gi|60769xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli O26:H11 str. 2009C-3612[gi|60872xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli O26:H11 str. 2009C-3689[gi|60872xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli O69:H11 str. 08-4661[gi|60771xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli O6:H16:CFA/II str. B2C[gi|57272xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli O83:H1 str. NRG 857C[gi|31294xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli O83:H1 str. NRG 857C[gi|38761xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli OK1357[gi|32318xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli P0298942.10[gi|47685xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli P0298942.11[gi|47685xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli P0298942.12[gi|47742xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli P0298942.14[gi|47742xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli P0298942.15[gi|47687xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli P0298942.1[gi|47671xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli P0298942.3[gi|47708xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli P0298942.4[gi|47708xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli P0298942.6[gi|47687xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli P0298942.7[gi|47687xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli P0298942.8[gi|47689xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli P0298942.9[gi|47690xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli P0299438.10[gi|47689xxxx],0,1,0,0,0,0,0,0,0,0,1
Escherichia coli P0299438.4[gi|47691xxxx],0,1,0,0,0,0,0,0,0,0,1
Escherichia coli P0299483.1[gi|47708xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli P0299483.2[gi|47709xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli P0299483.3[gi|47710xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli P0301867.11[gi|47700xxxx],0,1,0,1,1,1,0,0,0,0,0
Escherichia coli P0301867.13[gi|47710xxxx],0,0,0,0,1,1,0,0,0,0,0
Escherichia coli P0301867.13[gi|47711xxxx],0,1,0,1,1,0,0,0,0,0,0
Escherichia coli P0301867.1[gi|47630xxxx],0,1,0,1,1,1,0,0,0,0,0
Escherichia coli P0301867.2[gi|47673xxxx],0,1,0,1,0,0,0,0,0,0,0
Escherichia coli P0301867.2[gi|47674xxxx],0,0,0,0,1,1,0,0,0,0,0
Escherichia coli P0301867.3[gi|47742xxxx],0,0,0,0,1,1,0,0,0,0,0
Escherichia coli P0301867.3[gi|47743xxxx],0,1,0,1,1,0,0,0,0,0,0
Escherichia coli P0301867.4[gi|47673xxxx],0,1,0,1,1,1,0,0,0,0,0
Escherichia coli P0301867.5[gi|47743xxxx],0,1,0,1,1,0,0,0,0,0,0
Escherichia coli P0301867.5[gi|47744xxxx],0,0,0,0,1,1,0,0,0,0,0
Escherichia coli P0301867.7[gi|47743xxxx],0,0,0,0,1,1,0,0,0,0,0
Escherichia coli P0301867.7[gi|47744xxxx],0,1,0,1,1,0,0,0,0,0,0
Escherichia coli P0301867.8[gi|47703xxxx],0,0,0,0,1,1,0,0,0,0,0
Escherichia coli P0301867.8[gi|47704xxxx],0,1,0,1,0,0,0,0,0,0,0
Escherichia coli P0301904.3[gi|47711xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli P0304777.10[gi|47716xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli P0304777.11[gi|47717xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli P0304777.12[gi|47718xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli P0304777.13[gi|47718xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli P0304777.14[gi|47719xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli P0304777.15[gi|47720xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli P0304777.1[gi|47628xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli P0304777.2[gi|47721xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli P0304777.3[gi|47721xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli P0304777.4[gi|47721xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli P0304777.5[gi|47723xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli P0304777.7[gi|47722xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli P0304777.8[gi|47722xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli P0304777.9[gi|47723xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli PA40[gi|39076xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli PA41[gi|39075xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli PA41[gi|39076xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli RN587/1[gi|32318xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli T1282_01[gi|53704xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli TW10598[gi|93852xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli TX1999[gi|34539xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli ThroopD[gi|47627xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli UMEA 3052-1[gi|53549xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli UMEA 3176-1[gi|53562xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli UMEA 3180-1[gi|53563xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli UMEA 3206-1[gi|53566xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli UMEA 3271-1[gi|53602xxxx],0,0,0,0,0,0,1,0,0,0,0
Escherichia coli UMEA 3292-1[gi|53603xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli UMEA 3318-1[gi|53576xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli UMEA 3318-1[gi|53577xxxx],0,0,0,0,0,0,0,1,1,1,1
Escherichia coli UMEA 3355-1[gi|53578xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli UMEA 3702-1[gi|53584xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli UMNK88[gi|33234xxxx],0,1,0,0,0,1,0,0,0,0,0
Escherichia coli XH001[gi|34419xxxx],0,0,0,1,0,0,0,0,0,0,0
Escherichia coli cloneA_i1[gi|35535xxxx],0,1,0,0,0,0,0,0,0,0,0
Escherichia coli p0305293.10[gi|47735xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli p0305293.11[gi|47737xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli p0305293.12[gi|47737xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli p0305293.14[gi|47712xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli p0305293.15[gi|47737xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli p0305293.1[gi|47667xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli p0305293.2[gi|47738xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli p0305293.3[gi|47738xxxx],1,0,0,0,0,0,0,0,0,0,0
Escherichia coli p0305293.4[gi|47739xxxx],1,0,0,0,0,0,0,0,0,0,0
